Start Time: 1707798229952
Format Version: 3.0
Timezone: America/New_York
Channel Number: 1
[DATA START]
Datapoint Number	Test Time	Current	Potential	Timestamp	LDC SENSOR	LDC REF	Ambient Temperature	Ambient RH	LDC N	LDC STD	REF N	REF STD	LDC scaled	LDC status	REF status	DriveCurrent	DriveCurrentRef	NAHwarn	NAHwarnRef
none	second	amp	volt	epoch	none	none	celsius	percent	none	none	none	none	none	none	none	none	none	none	none
295	1504.439	0	0	1707799734391	2668492	0	22.99	33.12	50	1	0	0	0	0	0	4	0	0	0
296	1509.54	0	0	1707799739492	2668492	0	23.01	33.12	49	1	0	0	0	0	0	4	0	0	0
297	1514.64	0	0	1707799744592	2668491	0	23.00	33.12	48	1	0	0	0	0	0	4	0	0	0
298	1519.739	0	0	1707799749691	2668491	0	23.01	33.01	50	1	0	0	0	0	0	4	0	0	0
299	1524.84	0	0	1707799754792	2668491	0	23.00	33.01	50	1	0	0	0	0	0	4	0	0	0
300	1529.94	0	0	1707799759892	2668489	0	23.01	33.12	49	1	0	0	0	0	0	4	0	0	0
301	1535.04	0	0	1707799764992	2668490	0	23.00	33.12	49	1	0	0	0	0	0	4	0	0	0
302	1540.14	0	0	1707799770092	2668491	0	23.01	33.12	47	1	0	0	0	0	0	4	0	0	0
303	1545.24	0	0	1707799775192	2668492	0	22.99	33.12	49	1	0	0	0	0	0	4	0	0	0
304	1550.34	0	0	1707799780292	2668492	0	23.01	33.12	50	1	0	0	0	0	0	4	0	0	0
305	1555.44	0	0	1707799785392	2668490	0	23.00	33.12	50	1	0	0	0	0	0	4	0	0	0
306	1560.54	0	0	1707799790492	2668490	0	23.01	33.12	50	1	0	0	0	0	0	4	0	0	0
307	1565.64	0	0	1707799795592	2668491	0	23.00	33.12	49	1	0	0	0	0	0	4	0	0	0
308	1570.741	0	0	1707799800693	2668493	0	23.00	33.22	50	1	0	0	0	0	0	4	0	0	0
309	1575.841	0	0	1707799805793	2668491	0	22.99	33.22	49	1	0	0	0	0	0	4	0	0	0
310	1580.941	0	0	1707799810893	2668491	0	23.00	33.31	50	1	0	0	0	0	0	4	0	0	0
311	1586.041	0	0	1707799815993	2668494	0	22.99	33.22	50	2	0	0	0	0	0	4	0	0	0
312	1591.141	0	0	1707799821093	2668492	0	23.00	33.22	50	1	0	0	0	0	0	4	0	0	0
313	1596.241	0	0	1707799826193	2668493	0	22.99	33.22	50	1	0	0	0	0	0	4	0	0	0
314	1601.341	0	0	1707799831293	2668492	0	23.00	33.22	50	1	0	0	0	0	0	4	0	0	0
315	1606.441	0	0	1707799836393	2668491	0	23.00	33.12	50	1	0	0	0	0	0	4	0	0	0
316	1611.541	0	0	1707799841493	2668490	0	23.01	33.22	50	1	0	0	0	0	0	4	0	0	0
317	1616.641	0	0	1707799846593	2668490	0	22.99	33.22	50	1	0	0	0	0	0	4	0	0	0
318	1621.742	0	0	1707799851694	2668490	0	23.01	33.22	49	1	0	0	0	0	0	4	0	0	0
319	1626.842	0	0	1707799856794	2668490	0	22.99	33.22	49	1	0	0	0	0	0	4	0	0	0
320	1631.942	0	0	1707799861894	2668490	0	23.00	33.31	50	1	0	0	0	0	0	4	0	0	0
321	1637.042	0	0	1707799866994	2668492	0	23.00	33.31	49	1	0	0	0	0	0	4	0	0	0
322	1642.143	0	0	1707799872095	2668491	0	23.00	33.42	50	1	0	0	0	0	0	4	0	0	0
323	1647.243	0	0	1707799877195	2668491	0	23.00	33.31	50	1	0	0	0	0	0	4	0	0	0
324	1652.342	0	0	1707799882294	2668491	0	23.01	33.31	50	1	0	0	0	0	0	4	0	0	0
325	1657.443	0	0	1707799887395	2668491	0	23.00	33.31	50	1	0	0	0	0	0	4	0	0	0
326	1662.543	0	0	1707799892495	2668489	0	23.00	33.31	50	1	0	0	0	0	0	4	0	0	0
327	1667.643	0	0	1707799897595	2668490	0	23.00	33.31	50	1	0	0	0	0	0	4	0	0	0
328	1672.743	0	0	1707799902695	2668489	0	22.99	33.31	50	2	0	0	0	0	0	4	0	0	0
329	1677.843	0	0	1707799907795	2668490	0	22.99	33.42	49	1	0	0	0	0	0	4	0	0	0
330	1682.943	0	0	1707799912895	2668491	0	22.99	33.42	50	1	0	0	0	0	0	4	0	0	0
331	1688.044	0	0	1707799917996	2668492	0	22.99	33.31	50	2	0	0	0	0	0	4	0	0	0
332	1693.143	0	0	1707799923095	2668491	0	23.00	33.31	50	2	0	0	0	0	0	4	0	0	0
333	1698.244	0	0	1707799928196	2668491	0	22.99	33.31	50	1	0	0	0	0	0	4	0	0	0
334	1703.344	0	0	1707799933296	2668489	0	22.99	33.31	49	1	0	0	0	0	0	4	0	0	0
335	1708.443	0	0	1707799938395	2668491	0	22.97	33.31	50	1	0	0	0	0	0	4	0	0	0
336	1713.544	0	0	1707799943496	2668491	0	22.99	33.42	50	1	0	0	0	0	0	4	0	0	0
337	1718.644	0	0	1707799948596	2668492	0	22.97	33.42	49	2	0	0	0	0	0	4	0	0	0
338	1723.744	0	0	1707799953696	2668492	0	23.00	33.42	50	2	0	0	0	0	0	4	0	0	0
339	1728.844	0	0	1707799958796	2668490	0	22.97	33.31	50	1	0	0	0	0	0	4	0	0	0
340	1733.945	0	0	1707799963897	2668490	0	22.99	33.31	49	2	0	0	0	0	0	4	0	0	0
341	1739.044	0	0	1707799968996	2668492	0	22.99	33.42	49	1	0	0	0	0	0	4	0	0	0
342	1744.145	0	0	1707799974097	2668490	0	23.00	33.42	50	2	0	0	0	0	0	4	0	0	0
343	1749.245	0	0	1707799979197	2668490	0	22.99	33.42	50	2	0	0	0	0	0	4	0	0	0
344	1754.345	0	0	1707799984297	2668489	0	23.00	33.42	49	1	0	0	0	0	0	4	0	0	0
345	1759.445	0	0	1707799989397	2668490	0	22.99	33.42	49	1	0	0	0	0	0	4	0	0	0
346	1764.545	0	0	1707799994497	2668490	0	23.00	33.42	48	1	0	0	0	0	0	4	0	0	0
347	1769.645	0	0	1707799999597	2668491	0	22.99	33.51	50	1	0	0	0	0	0	4	0	0	0
348	1774.745	0	0	1707800004697	2668489	0	23.00	33.51	47	2	0	0	0	0	0	4	0	0	0
349	1779.846	0	0	1707800009798	2668492	0	23.00	33.51	50	1	0	0	0	0	0	4	0	0	0
350	1784.946	0	0	1707800014898	2668489	0	23.00	33.42	49	2	0	0	0	0	0	4	0	0	0
351	1790.046	0	0	1707800019998	2668489	0	23.00	33.42	50	1	0	0	0	0	0	4	0	0	0
352	1795.146	0	0	1707800025098	2668488	0	23.00	33.42	50	1	0	0	0	0	0	4	0	0	0
353	1800.246	0	0	1707800030198	2668488	0	22.99	33.42	50	1	0	0	0	0	0	4	0	0	0
354	1805.346	0	0	1707800035298	2668489	0	23.00	33.42	47	2	0	0	0	0	0	4	0	0	0
355	1810.446	0	0	1707800040398	2668491	0	22.99	33.51	50	1	0	0	0	0	0	4	0	0	0
356	1815.546	0	0	1707800045498	2668491	0	23.00	33.51	50	1	0	0	0	0	0	4	0	0	0
357	1820.646	0	0	1707800050598	2668491	0	22.99	33.51	50	2	0	0	0	0	0	4	0	0	0
358	1825.746	0	0	1707800055698	2668491	0	23.00	33.51	48	1	0	0	0	0	0	4	0	0	0
359	1830.847	0	0	1707800060799	2668491	0	23.00	33.51	50	1	0	0	0	0	0	4	0	0	0
360	1835.947	0	0	1707800065899	2668491	0	23.00	33.51	49	1	0	0	0	0	0	4	0	0	0
361	1841.047	0	0	1707800070999	2668491	0	22.97	33.51	50	1	0	0	0	0	0	4	0	0	0
362	1846.147	0	0	1707800076099	2668490	0	22.99	33.61	50	2	0	0	0	0	0	4	0	0	0
363	1851.247	0	0	1707800081199	2668491	0	22.99	33.51	50	1	0	0	0	0	0	4	0	0	0
364	1856.347	0	0	1707800086299	2668490	0	23.00	33.51	50	2	0	0	0	0	0	4	0	0	0
365	1861.447	0	0	1707800091399	2668491	0	23.00	33.51	49	1	0	0	0	0	0	4	0	0	0
366	1866.547	0	0	1707800096499	2668490	0	22.99	33.51	48	2	0	0	0	0	0	4	0	0	0
367	1871.647	0	0	1707800101599	2668492	0	22.99	33.61	50	1	0	0	0	0	0	4	0	0	0
368	1876.748	0	0	1707800106700	2668491	0	22.99	33.61	50	2	0	0	0	0	0	4	0	0	0
369	1881.847	0	0	1707800111799	2668491	0	22.97	33.61	50	1	0	0	0	0	0	4	0	0	0
370	1886.948	0	0	1707800116900	2668491	0	22.99	33.61	49	1	0	0	0	0	0	4	0	0	0
371	1892.048	0	0	1707800122000	2668491	0	22.99	33.61	50	1	0	0	0	0	0	4	0	0	0
372	1897.148	0	0	1707800127100	2668490	0	23.00	33.61	50	1	0	0	0	0	0	4	0	0	0
373	1902.248	0	0	1707800132200	2668490	0	22.97	33.61	50	2	0	0	0	0	0	4	0	0	0
374	1907.349	0	0	1707800137301	2668490	0	22.99	33.61	50	1	0	0	0	0	0	4	0	0	0
375	1912.448	0	0	1707800142400	2668490	0	22.99	33.61	50	2	0	0	0	0	0	4	0	0	0
376	1917.549	0	0	1707800147501	2668490	0	23.00	33.61	47	1	0	0	0	0	0	4	0	0	0
377	1922.648	0	0	1707800152600	2668490	0	22.99	33.61	49	2	0	0	0	0	0	4	0	0	0
378	1927.749	0	0	1707800157701	2668491	0	23.00	33.61	49	1	0	0	0	0	0	4	0	0	0
379	1932.849	0	0	1707800162801	2668491	0	22.99	33.61	50	1	0	0	0	0	0	4	0	0	0
380	1937.949	0	0	1707800167901	2668490	0	23.00	33.61	50	1	0	0	0	0	0	4	0	0	0
381	1943.049	0	0	1707800173001	2668492	0	22.99	33.72	49	1	0	0	0	0	0	4	0	0	0
382	1948.149	0	0	1707800178101	2668491	0	23.00	33.72	49	1	0	0	0	0	0	4	0	0	0
383	1953.249	0	0	1707800183201	2668492	0	22.99	33.61	50	1	0	0	0	0	0	4	0	0	0
384	1958.35	0	0	1707800188302	2668490	0	23.00	33.72	49	1	0	0	0	0	0	4	0	0	0
385	1963.449	0	0	1707800193401	2668490	0	23.00	33.61	50	2	0	0	0	0	0	4	0	0	0
386	1968.55	0	0	1707800198502	2668490	0	23.01	33.72	49	1	0	0	0	0	0	4	0	0	0
387	1973.649	0	0	1707800203601	2668489	0	22.99	33.72	49	1	0	0	0	0	0	4	0	0	0
388	1978.749	0	0	1707800208701	2668490	0	23.00	33.72	50	1	0	0	0	0	0	4	0	0	0
389	1983.85	0	0	1707800213802	2668490	0	23.00	33.72	50	1	0	0	0	0	0	4	0	0	0
390	1988.95	0	0	1707800218902	2668489	0	23.00	33.61	50	1	0	0	0	0	0	4	0	0	0
391	1994.05	0	0	1707800224002	2668489	0	22.99	33.61	49	1	0	0	0	0	0	4	0	0	0
392	1999.15	0	0	1707800229102	2668489	0	23.00	33.61	50	2	0	0	0	0	0	4	0	0	0
393	2004.25	0	0	1707800234202	2668489	0	22.99	33.72	50	1	0	0	0	0	0	4	0	0	0
394	2009.35	0	0	1707800239302	2668489	0	23.00	33.72	49	1	0	0	0	0	0	4	0	0	0
395	2014.451	0	0	1707800244403	2668489	0	22.99	33.72	50	1	0	0	0	0	0	4	0	0	0
396	2019.551	0	0	1707800249503	2668488	0	23.01	33.81	47	2	0	0	0	0	0	4	0	0	0
397	2024.651	0	0	1707800254603	2668491	0	22.99	33.81	50	1	0	0	0	0	0	4	0	0	0
398	2029.751	0	0	1707800259703	2668489	0	23.00	33.81	49	1	0	0	0	0	0	4	0	0	0
399	2034.852	0	0	1707800264804	2668488	0	22.99	33.81	49	2	0	0	0	0	0	4	0	0	0
400	2039.951	0	0	1707800269903	2668487	0	23.00	33.81	50	1	0	0	0	0	0	4	0	0	0
401	2045.051	0	0	1707800275003	2668486	0	23.00	33.81	50	2	0	0	0	0	0	4	0	0	0
402	2050.152	0	0	1707800280104	2668485	0	23.01	33.81	50	2	0	0	0	0	0	4	0	0	0
403	2055.251	0	0	1707800285203	2668487	0	23.01	33.81	50	2	0	0	0	0	0	4	0	0	0
404	2060.352	0	0	1707800290304	2668488	0	23.03	33.81	50	1	0	0	0	0	0	4	0	0	0
405	2065.452	0	0	1707800295404	2668486	0	23.00	33.81	50	2	0	0	0	0	0	4	0	0	0
406	2070.552	0	0	1707800300504	2668485	0	23.01	33.81	49	2	0	0	0	0	0	4	0	0	0
407	2075.652	0	0	1707800305604	2668487	0	23.01	33.81	49	2	0	0	0	0	0	4	0	0	0
408	2080.752	0	0	1707800310704	2668486	0	23.03	33.81	50	2	0	0	0	0	0	4	0	0	0
409	2085.853	0	0	1707800315805	2668488	0	23.01	33.81	49	2	0	0	0	0	0	4	0	0	0
410	2090.952	0	0	1707800320904	2668487	0	23.01	33.81	50	2	0	0	0	0	0	4	0	0	0
411	2096.053	0	0	1707800326005	2668487	0	23.00	33.81	50	2	0	0	0	0	0	4	0	0	0
412	2101.153	0	0	1707800331105	2668485	0	23.00	33.81	49	2	0	0	0	0	0	4	0	0	0
413	2106.253	0	0	1707800336205	2668486	0	23.00	33.81	50	2	0	0	0	0	0	4	0	0	0
414	2111.353	0	0	1707800341305	2668487	0	23.01	33.81	50	2	0	0	0	0	0	4	0	0	0
415	2116.453	0	0	1707800346405	2668486	0	23.00	33.81	50	2	0	0	0	0	0	4	0	0	0
416	2121.553	0	0	1707800351505	2668486	0	23.01	33.81	50	1	0	0	0	0	0	4	0	0	0
417	2126.653	0	0	1707800356605	2668486	0	23.01	33.81	50	2	0	0	0	0	0	4	0	0	0
418	2131.753	0	0	1707800361705	2668485	0	23.03	33.91	50	1	0	0	0	0	0	4	0	0	0
419	2136.854	0	0	1707800366806	2668485	0	23.00	33.91	50	1	0	0	0	0	0	4	0	0	0
420	2141.954	0	0	1707800371906	2668484	0	23.01	33.81	49	2	0	0	0	0	0	4	0	0	0
421	2147.054	0	0	1707800377006	2668484	0	23.01	33.81	49	2	0	0	0	0	0	4	0	0	0
422	2152.154	0	0	1707800382106	2668485	0	23.03	33.91	49	2	0	0	0	0	0	4	0	0	0
423	2157.254	0	0	1707800387206	2668483	0	23.01	33.91	50	1	0	0	0	0	0	4	0	0	0
424	2162.354	0	0	1707800392306	2668483	0	23.01	33.91	49	2	0	0	0	0	0	4	0	0	0
425	2167.454	0	0	1707800397406	2668484	0	23.01	33.91	47	1	0	0	0	0	0	4	0	0	0
426	2172.554	0	0	1707800402506	2668484	0	23.01	33.91	50	1	0	0	0	0	0	4	0	0	0
427	2177.655	0	0	1707800407607	2668486	0	23.00	33.91	50	2	0	0	0	0	0	4	0	0	0
428	2182.755	0	0	1707800412707	2668485	0	23.03	33.91	50	2	0	0	0	0	0	4	0	0	0
429	2187.854	0	0	1707800417806	2668483	0	23.00	33.81	49	1	0	0	0	0	0	4	0	0	0
430	2192.955	0	0	1707800422907	2668483	0	23.03	33.91	50	1	0	0	0	0	0	4	0	0	0
431	2198.055	0	0	1707800428007	2668483	0	23.01	33.81	50	2	0	0	0	0	0	4	0	0	0
432	2203.156	0	0	1707800433108	2668483	0	23.01	33.91	49	2	0	0	0	0	0	4	0	0	0
433	2208.255	0	0	1707800438207	2668483	0	23.01	33.91	50	2	0	0	0	0	0	4	0	0	0
434	2213.355	0	0	1707800443307	2668483	0	23.03	33.91	49	2	0	0	0	0	0	4	0	0	0
435	2218.455	0	0	1707800448407	2668485	0	23.01	33.91	50	2	0	0	0	0	0	4	0	0	0
436	2223.556	0	0	1707800453508	2668484	0	23.01	33.91	49	2	0	0	0	0	0	4	0	0	0
437	2228.655	0	0	1707800458607	2668482	0	23.01	33.91	50	1	0	0	0	0	0	4	0	0	0
438	2233.756	0	0	1707800463708	2668482	0	23.03	33.91	50	1	0	0	0	0	0	4	0	0	0
439	2238.855	0	0	1707800468807	2668483	0	23.01	33.91	50	2	0	0	0	0	0	4	0	0	0
440	2243.955	0	0	1707800473907	2668482	0	23.03	33.91	50	1	0	0	0	0	0	4	0	0	0
441	2249.056	0	0	1707800479008	2668483	0	23.03	33.91	50	2	0	0	0	0	0	4	0	0	0
442	2254.156	0	0	1707800484108	2668482	0	23.03	33.91	49	1	0	0	0	0	0	4	0	0	0
443	2259.256	0	0	1707800489208	2668483	0	23.03	33.91	50	2	0	0	0	0	0	4	0	0	0
444	2264.356	0	0	1707800494308	2668483	0	23.03	33.91	49	2	0	0	0	0	0	4	0	0	0
445	2269.456	0	0	1707800499408	2668483	0	23.03	34.01	50	2	0	0	0	0	0	4	0	0	0
446	2274.556	0	0	1707800504508	2668481	0	23.04	34.01	49	2	0	0	0	0	0	4	0	0	0
447	2279.657	0	0	1707800509609	2668481	0	23.03	34.01	50	2	0	0	0	0	0	4	0	0	0
448	2284.757	0	0	1707800514709	2668481	0	23.04	34.01	50	1	0	0	0	0	0	4	0	0	0
449	2289.856	0	0	1707800519808	2668481	0	23.03	34.01	50	1	0	0	0	0	0	4	0	0	0
450	2294.957	0	0	1707800524909	2668480	0	23.06	34.01	50	1	0	0	0	0	0	4	0	0	0
451	2300.057	0	0	1707800530009	2668480	0	23.04	34.01	49	1	0	0	0	0	0	4	0	0	0
452	2305.157	0	0	1707800535109	2668480	0	23.04	34.01	50	1	0	0	0	0	0	4	0	0	0
453	2310.257	0	0	1707800540209	2668482	0	23.03	34.01	49	1	0	0	0	0	0	4	0	0	0
454	2315.357	0	0	1707800545309	2668481	0	23.04	34.01	50	2	0	0	0	0	0	4	0	0	0
455	2320.457	0	0	1707800550409	2668480	0	23.03	34.01	49	2	0	0	0	0	0	4	0	0	0
456	2325.558	0	0	1707800555510	2668480	0	23.04	34.01	48	1	0	0	0	0	0	4	0	0	0
457	2330.658	0	0	1707800560610	2668482	0	23.03	34.01	49	1	0	0	0	0	0	4	0	0	0
458	2335.758	0	0	1707800565710	2668483	0	23.04	34.11	50	2	0	0	0	0	0	4	0	0	0
459	2340.858	0	0	1707800570810	2668483	0	23.03	34.01	49	1	0	0	0	0	0	4	0	0	0
460	2345.958	0	0	1707800575910	2668480	0	23.03	34.11	49	1	0	0	0	0	0	4	0	0	0
461	2351.058	0	0	1707800581010	2668480	0	23.03	34.01	50	1	0	0	0	0	0	4	0	0	0
462	2356.158	0	0	1707800586110	2668480	0	23.04	34.01	50	1	0	0	0	0	0	4	0	0	0
463	2361.259	0	0	1707800591211	2668480	0	23.03	33.91	50	1	0	0	0	0	0	4	0	0	0
464	2366.358	0	0	1707800596310	2668479	0	23.04	34.01	50	2	0	0	0	0	0	4	0	0	0
465	2371.459	0	0	1707800601411	2668479	0	23.04	34.01	50	1	0	0	0	0	0	4	0	0	0
466	2376.558	0	0	1707800606510	2668479	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
467	2381.659	0	0	1707800611611	2668479	0	23.03	34.11	50	1	0	0	0	0	0	4	0	0	0
468	2386.759	0	0	1707800616711	2668478	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
469	2391.859	0	0	1707800621811	2668478	0	23.04	34.11	49	1	0	0	0	0	0	4	0	0	0
470	2396.959	0	0	1707800626911	2668477	0	23.06	34.11	50	2	0	0	0	0	0	4	0	0	0
471	2402.06	0	0	1707800632012	2668478	0	23.04	34.11	50	2	0	0	0	0	0	4	0	0	0
472	2407.159	0	0	1707800637111	2668478	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
473	2412.26	0	0	1707800642212	2668479	0	23.04	34.11	50	2	0	0	0	0	0	4	0	0	0
474	2417.359	0	0	1707800647311	2668478	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
475	2422.46	0	0	1707800652412	2668478	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
475	2422.46	0	0	1707800652412	2668478	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
477	2432.66	0	0	1707800662612	2668478	0	23.04	34.11	50	1	0	0	0	0	0	4	0	0	0
478	2437.76	0	0	1707800667712	2668478	0	23.04	34.21	49	1	0	0	0	0	0	4	0	0	0
479	2442.86	0	0	1707800672812	2668478	0	23.04	34.21	50	1	0	0	0	0	0	4	0	0	0
480	2447.96	0	0	1707800677912	2668478	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
481	2453.061	0	0	1707800683013	2668478	0	23.04	34.21	50	1	0	0	0	0	0	4	0	0	0
482	2458.161	0	0	1707800688113	2668478	0	23.06	34.11	50	2	0	0	0	0	0	4	0	0	0
483	2463.261	0	0	1707800693213	2668478	0	23.03	34.21	50	1	0	0	0	0	0	4	0	0	0
484	2468.36	0	0	1707800698312	2668475	0	23.06	34.21	50	1	0	0	0	0	0	4	0	0	0
485	2473.46	0	0	1707800703412	2668477	0	23.06	34.21	50	2	0	0	0	0	0	4	0	0	0
486	2478.561	0	0	1707800708513	2668475	0	23.06	34.21	49	1	0	0	0	0	0	4	0	0	0
487	2483.661	0	0	1707800713613	2668476	0	23.04	34.21	50	1	0	0	0	0	0	4	0	0	0
488	2488.761	0	0	1707800718713	2668475	0	23.09	34.21	49	1	0	0	0	0	0	4	0	0	0
489	2493.861	0	0	1707800723813	2668474	0	23.06	34.21	50	1	0	0	0	0	0	4	0	0	0
490	2498.961	0	0	1707800728913	2668476	0	23.07	34.11	49	1	0	0	0	0	0	4	0	0	0
491	2504.062	0	0	1707800734014	2668478	0	23.04	34.21	50	1	0	0	0	0	0	4	0	0	0
492	2509.162	0	0	1707800739114	2668476	0	23.06	34.21	49	1	0	0	0	0	0	4	0	0	0
493	2514.261	0	0	1707800744213	2668475	0	23.04	34.21	49	1	0	0	0	0	0	4	0	0	0
494	2519.361	0	0	1707800749313	2668476	0	23.06	34.21	50	2	0	0	0	0	0	4	0	0	0
495	2524.462	0	0	1707800754414	2668476	0	23.04	34.21	50	1	0	0	0	0	0	4	0	0	0
496	2529.562	0	0	1707800759514	2668476	0	23.07	34.21	50	1	0	0	0	0	0	4	0	0	0
497	2534.662	0	0	1707800764614	2668478	0	23.07	34.21	50	1	0	0	0	0	0	4	0	0	0
498	2539.762	0	0	1707800769714	2668477	0	23.09	34.21	50	1	0	0	0	0	0	4	0	0	0
499	2544.863	0	0	1707800774815	2668475	0	23.07	34.21	48	2	0	0	0	0	0	4	0	0	0
500	2549.962	0	0	1707800779914	2668474	0	23.09	34.21	50	1	0	0	0	0	0	4	0	0	0
501	2555.063	0	0	1707800785015	2668474	0	23.07	34.11	50	1	0	0	0	0	0	4	0	0	0
502	2560.163	0	0	1707800790115	2668474	0	23.09	34.11	50	1	0	0	0	0	0	4	0	0	0
503	2565.263	0	0	1707800795215	2668474	0	23.06	34.11	50	1	0	0	0	0	0	4	0	0	0
504	2570.363	0	0	1707800800315	2668472	0	23.09	34.21	50	1	0	0	0	0	0	4	0	0	0
505	2575.463	0	0	1707800805415	2668474	0	23.07	34.21	50	1	0	0	0	0	0	4	0	0	0
506	2580.563	0	0	1707800810515	2668471	0	23.11	34.21	50	2	0	0	0	0	0	4	0	0	0
507	2585.663	0	0	1707800815615	2668473	0	23.09	34.21	50	1	0	0	0	0	0	4	0	0	0
508	2590.763	0	0	1707800820715	2668471	0	23.12	34.21	50	2	0	0	0	0	0	4	0	0	0
509	2595.864	0	0	1707800825816	2668471	0	23.12	34.21	49	2	0	0	0	0	0	4	0	0	0
510	2600.964	0	0	1707800830916	2668470	0	23.12	34.21	50	2	0	0	0	0	0	4	0	0	0
511	2606.064	0	0	1707800836016	2668469	0	23.11	34.21	50	2	0	0	0	0	0	4	0	0	0
512	2611.164	0	0	1707800841116	2668468	0	23.14	34.21	50	2	0	0	0	0	0	4	0	0	0
513	2616.264	0	0	1707800846216	2668468	0	23.11	34.21	50	2	0	0	0	0	0	4	0	0	0
514	2621.365	0	0	1707800851317	2668468	0	23.14	34.21	48	1	0	0	0	0	0	4	0	0	0
515	2626.465	0	0	1707800856417	2668468	0	23.14	34.21	50	2	0	0	0	0	0	4	0	0	0
516	2631.565	0	0	1707800861517	2668466	0	23.14	34.21	50	1	0	0	0	0	0	4	0	0	0
517	2636.664	0	0	1707800866616	2668467	0	23.14	34.21	50	1	0	0	0	0	0	4	0	0	0
518	2641.764	0	0	1707800871716	2668465	0	23.15	34.21	50	1	0	0	0	0	0	4	0	0	0
519	2646.865	0	0	1707800876817	2668465	0	23.14	34.21	50	1	0	0	0	0	0	4	0	0	0
520	2651.964	0	0	1707800881916	2668463	0	23.15	34.21	50	1	0	0	0	0	0	4	0	0	0
521	2657.065	0	0	1707800887017	2668465	0	23.11	34.21	49	1	0	0	0	0	0	4	0	0	0
522	2662.165	0	0	1707800892117	2668464	0	23.15	34.21	50	1	0	0	0	0	0	4	0	0	0
523	2667.265	0	0	1707800897217	2668464	0	23.14	34.21	50	2	0	0	0	0	0	4	0	0	0
524	2672.366	0	0	1707800902318	2668464	0	23.15	34.31	50	1	0	0	0	0	0	4	0	0	0
525	2677.465	0	0	1707800907417	2668464	0	23.15	34.31	50	1	0	0	0	0	0	4	0	0	0
526	2682.566	0	0	1707800912518	2668464	0	23.16	34.21	50	1	0	0	0	0	0	4	0	0	0
527	2687.666	0	0	1707800917618	2668465	0	23.14	34.30	50	1	0	0	0	0	0	4	0	0	0
528	2692.766	0	0	1707800922718	2668465	0	23.15	34.21	50	1	0	0	0	0	0	4	0	0	0
529	2697.866	0	0	1707800927818	2668466	0	23.14	34.31	50	1	0	0	0	0	0	4	0	0	0
530	2702.965	0	0	1707800932917	2668465	0	23.15	34.31	50	1	0	0	0	0	0	4	0	0	0
531	2708.066	0	0	1707800938018	2668467	0	23.15	34.31	49	2	0	0	0	0	0	4	0	0	0
532	2713.166	0	0	1707800943118	2668465	0	23.16	34.31	50	2	0	0	0	0	0	4	0	0	0
533	2718.266	0	0	1707800948218	2668465	0	23.14	34.20	50	1	0	0	0	0	0	4	0	0	0
534	2723.367	0	0	1707800953319	2668464	0	23.15	34.21	50	1	0	0	0	0	0	4	0	0	0
535	2728.466	0	0	1707800958418	2668465	0	23.12	34.21	50	1	0	0	0	0	0	4	0	0	0
536	2733.567	0	0	1707800963519	2668465	0	23.15	34.21	50	1	0	0	0	0	0	4	0	0	0
537	2738.666	0	0	1707800968618	2668466	0	23.14	34.21	49	1	0	0	0	0	0	4	0	0	0
538	2743.767	0	0	1707800973719	2668465	0	23.15	34.31	49	1	0	0	0	0	0	4	0	0	0
539	2748.867	0	0	1707800978819	2668465	0	23.14	34.31	50	1	0	0	0	0	0	4	0	0	0
540	2753.967	0	0	1707800983919	2668465	0	23.15	34.31	50	1	0	0	0	0	0	4	0	0	0
541	2759.067	0	0	1707800989019	2668464	0	23.15	34.31	50	1	0	0	0	0	0	4	0	0	0
542	2764.167	0	0	1707800994119	2668463	0	23.15	34.31	50	1	0	0	0	0	0	4	0	0	0
543	2769.267	0	0	1707800999219	2668464	0	23.14	34.31	50	1	0	0	0	0	0	4	0	0	0
544	2774.367	0	0	1707801004319	2668462	0	23.16	34.31	49	2	0	0	0	0	0	4	0	0	0
545	2779.468	0	0	1707801009420	2668463	0	23.15	34.30	50	1	0	0	0	0	0	4	0	0	0
546	2784.567	0	0	1707801014519	2668462	0	23.16	34.31	50	1	0	0	0	0	0	4	0	0	0
547	2789.668	0	0	1707801019620	2668463	0	23.15	34.30	50	1	0	0	0	0	0	4	0	0	0
548	2794.768	0	0	1707801024720	2668463	0	23.15	34.31	50	2	0	0	0	0	0	4	0	0	0
549	2799.868	0	0	1707801029820	2668464	0	23.15	34.31	50	2	0	0	0	0	0	4	0	0	0
550	2804.968	0	0	1707801034920	2668462	0	23.18	34.31	50	2	0	0	0	0	0	4	0	0	0
551	2810.069	0	0	1707801040021	2668462	0	23.16	34.30	50	2	0	0	0	0	0	4	0	0	0
552	2815.169	0	0	1707801045121	2668462	0	23.18	34.30	50	2	0	0	0	0	0	4	0	0	0
553	2820.269	0	0	1707801050221	2668461	0	23.14	34.30	50	1	0	0	0	0	0	4	0	0	0
